hhid,sectiona1,sectiona2,sectiona3,sectiona4,sectiona5,sectiona6,sectiona7,sectiona8,sectiona9,sectiona10
1116,3,male,12,grandchild,single,yes,6th grade,yes,,student
1116,4,male,4,grandchild,,no,,,,
1116,5,male,3,grandchild,,no,,,,
1117,1,male,51,household head,married,yes,4th grade,yes,,household work
1117,2,female,45,spouse,married,yes,did not complete any schooling,yes,,agriculture
1117,3,female,27,child,single,yes,8th grade,yes,,student
1117,4,female,16,child,single,yes,3rd grade,yes,,student
1117,5,male,12,child,single,yes,1st grade,yes,,livestock
1118,1,male,40,household head,married,yes,6th grade,yes,,agriculture
1118,2,female,33,spouse,married,yes,7th grade,yes,,household work
1118,3,male,13,child,single,yes,8th grade,yes,,student
1118,4,male,10,child,,yes,2nd grade,yes,,student
1118,5,female,7,child,,yes,did not complete any schooling,yes,,livestock
1118,6,male,4,child,,no,,,,
1118,7,female,2,child,,no,,,,
1119,1,male,27,household head,married,yes,did not complete any schooling,yes,,agriculture
1119,2,female,23,spouse,married,yes,did not complete any schooling,yes,,household work
1119,3,female,0,child,,no,,,,
1120,1,male,41,household head,married,yes,adult literacy program,yes,,agriculture
1120,2,female,31,spouse,married,yes,did not complete any schooling,yes,,household work
1120,3,female,15,child,single,yes,6th grade,yes,,student
1120,4,female,13,child,single,yes,5th grade,yes,,student
1120,5,female,11,child,,yes,3rd grade,yes,,student
1120,6,female,9,child,,yes,1st grade,yes,,livestock
1120,7,male,7,child,,yes,did not complete any schooling,yes,,livestock
1120,8,female,5,child,,yes,did not complete any schooling,no,too young,
1120,9,male,1,child,,no,,,,
1121,1,male,45,household head,married,yes,did not complete any schooling,yes,,agriculture
1121,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
1121,3,male,23,child,single,yes,4th grade,yes,,agriculture
1121,4,male,19,child,single,yes,5th grade,yes,,student
1121,5,female,17,child,single,yes,6th grade,yes,,student
1121,6,female,15,child,single,yes,5th grade,yes,,student
1121,7,female,13,child,single,yes,4th grade,yes,,household work
1121,8,female,11,child,,yes,2nd grade,yes,,household work
1121,9,male,10,child,,yes,did not complete any schooling,yes,,livestock
1121,10,female,8,child,,yes,did not complete any schooling,no,too young,
1121,11,male,6,child,,yes,did not complete any schooling,no,too young,
1121,12,male,4,child,,no,,,,
1122,1,male,32,household head,married,yes,did not complete any schooling,yes,,agriculture
1122,2,female,30,spouse,married,yes,did not complete any schooling,yes,,household work
1122,3,female,4,child,,no,,,,
1122,4,male,2,child,,no,,,,
1123,1,male,45,household head,married,yes,did not complete any schooling,yes,,agriculture
1123,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
1123,3,male,19,child,single,yes,10nth grade,yes,,agriculture
1123,4,male,18,child,single,yes,did not complete any schooling,yes,,agriculture
1123,5,male,17,child,single,yes,did not complete any schooling,yes,,agriculture
1123,6,male,15,child,single,yes,5th grade,yes,,student
1124,1,male,21,household head,single,yes,did not complete any schooling,yes,,household work
1125,1,male,36,household head,married,yes,did not complete any schooling,yes,,agriculture
1125,2,female,28,spouse,married,yes,did not complete any schooling,yes,,household work
1125,3,female,14,child,single,yes,did not complete any schooling,yes,,household work
1125,4,male,9,child,,yes,did not complete any schooling,yes,,livestock
1125,5,female,6,child,,yes,did not complete any schooling,no,too young,
1125,6,male,4,child,,no,,,,
1125,7,male,1,child,,no,,,,
1126,1,male,41,household head,married,yes,9th grade,yes,,agriculture
1126,2,female,36,spouse,widowed,yes,5th grade,yes,,household work
1126,3,female,14,child,single,yes,6th grade,yes,,student
1126,4,male,12,child,single,yes,1st grade,yes,,agriculture
1126,5,male,10,child,,yes,did not complete any schooling,yes,,livestock
1126,6,female,8,child,,yes,did not complete any schooling,yes,,agriculture
1126,7,male,6,child,,yes,did not complete any schooling,no,too young,
1126,101,female,18,child,single,yes,9th grade,no,student,
1126,102,male,16,child,single,yes,8th grade,no,student,
1127,1,male,67,household head,married,yes,3rd grade,yes,,agriculture
1127,2,female,63,spouse,married,yes,did not complete any schooling,yes,,household work
1127,3,female,26,child,single,yes,7th grade,yes,,household work
1127,4,female,24,child,single,yes,10nth grade,yes,,household work
1127,5,female,22,child,single,yes,10nth grade,yes,,household work
1127,6,male,20,child,single,yes,5th grade,yes,,agriculture
1127,7,male,18,child,single,yes,6th grade,yes,,agriculture
1127,8,male,22,grandchild,single,yes,3rd grade,yes,,agriculture
1128,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
1128,2,female,48,spouse,married,yes,did not complete any schooling,yes,,household work
1128,3,male,20,child,single,yes,1st grade,yes,,agriculture
1128,4,female,17,child,single,yes,4th grade,yes,,household work
1128,5,male,15,child,single,yes,did not complete any schooling,yes,,livestock
1128,6,female,12,child,single,yes,did not complete any schooling,yes,,livestock
1128,7,female,9,child,,yes,did not complete any schooling,yes,,agriculture
1128,8,male,7,child,,yes,did not complete any schooling,no,too young,
1128,9,female,4,child,,no,,,,
1128,10,female,2,child,,no,,,,
1129,1,male,60,household head,married,yes,did not complete any schooling,yes,,agriculture
1129,2,female,50,spouse,married,yes,did not complete any schooling,yes,,household work
1129,3,male,20,child,single,yes,7th grade,yes,,student
1129,4,male,15,child,single,yes,2nd grade,yes,,student
1129,5,female,13,child,single,yes,4th grade,yes,,student
1129,6,female,17,child,single,yes,did not complete any schooling,yes,,household work
1129,7,male,10,child,,yes,did not complete any schooling,yes,,livestock
1130,1,male,70,household head,married,yes,did not complete any schooling,yes,,agriculture
1130,2,female,60,spouse,married,yes,did not complete any schooling,yes,,household work
1130,3,male,20,child,single,yes,did not complete any schooling,yes,,agriculture
1131,1,male,30,household head,married,yes,did not complete any schooling,yes,,agriculture
1131,2,female,25,spouse,married,yes,did not complete any schooling,yes,,household work
1131,3,male,8,child,,yes,did not complete any schooling,yes,,livestock
1131,4,female,6,child,,yes,did not complete any schooling,no,too young,
1131,5,female,4,child,,no,,,,
1131,6,male,1,child,,no,,,,
1132,1,male,50,household head,married,yes,2nd grade,yes,,agriculture
1132,2,female,42,spouse,married,yes,did not complete any schooling,yes,,household work
1132,3,male,20,child,single,yes,2nd grade,yes,,household work
1132,4,male,13,child,single,yes,did not complete any schooling,yes,,livestock
1133,1,male,23,household head,married,yes,did not complete any schooling,yes,,agriculture
1133,2,female,20,spouse,married,yes,did not complete any schooling,yes,,household work
1133,3,female,5,child,,yes,did not complete any schooling,no,too young,
1133,4,female,2,child,,no,,,,
1134,1,male,33,household head,married,yes,8th grade,yes,,household work
1134,2,female,28,spouse,married,yes,4th grade,yes,,agriculture
1134,3,female,12,child,single,yes,4th grade,yes,,student
1134,4,female,9,child,,yes,did not complete any schooling,yes,,livestock
1134,5,male,7,child,,yes,did not complete any schooling,yes,,student
1134,6,male,4,child,,no,,,,
1134,7,male,0,child,,no,,,,
1135,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
1135,2,female,45,household head,married,yes,did not complete any schooling,yes,,household work
1135,3,male,22,child,single,yes,4th grade,yes,,student
1135,4,male,18,child,single,yes,did not complete any schooling,yes,,agriculture
1135,5,female,12,child,single,yes,did not complete any schooling,yes,,livestock
1135,6,female,9,child,,yes,did not complete any schooling,yes,,livestock
1135,7,female,7,child,,yes,did not complete any schooling,no,too young,
1135,8,male,5,child,,yes,did not complete any schooling,no,too young,
1136,1,male,40,household head,married,yes,2nd grade,yes,,agriculture
1136,2,female,38,household head,married,yes,did not complete any schooling,yes,,household work
1136,3,male,18,child,single,yes,3rd grade,yes,,student
1136,4,male,15,child,single,yes,3rd grade,yes,,student
1136,5,male,12,child,single,yes,2nd grade,yes,,student
1136,6,female,9,child,,yes,did not complete any schooling,yes,,livestock
1136,7,male,7,child,,yes,did not complete any schooling,no,too young,
1136,8,male,5,child,,yes,did not complete any schooling,no,too young,
1136,9,male,1,child,,no,,,,
1137,1,male,48,household head,married,yes,2nd grade,yes,,agriculture
1137,2,female,36,spouse,married,yes,did not complete any schooling,yes,,household work
1137,3,male,18,child,single,yes,did not complete any schooling,yes,,household work
1137,4,male,15,child,single,yes,5th grade,yes,,student
1137,5,female,9,child,,yes,did not complete any schooling,yes,,livestock
1137,6,male,4,child,,no,,,,
1138,1,male,51,household head,married,yes,2nd grade,yes,,agriculture
1138,2,female,36,spouse,married,yes,did not complete any schooling,yes,,household work
1138,3,male,29,child,single,yes,7th grade,yes,,agriculture
1138,4,male,26,child,single,yes,did not complete any schooling,yes,,agriculture
1138,5,male,21,child,single,yes,5th grade,yes,,agriculture
1138,6,male,16,child,single,yes,2nd grade,yes,,livestock
1138,7,male,8,child,,yes,did not complete any schooling,yes,,livestock
1139,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
1139,2,female,48,spouse,married,yes,did not complete any schooling,yes,,household work
1139,3,female,20,child,single,yes,6th grade,yes,,agriculture
1139,4,female,18,child,single,yes,2nd grade,yes,,agriculture
1139,5,female,16,child,single,yes,1st grade,yes,,student
1139,6,female,80,parent,widowed,yes,did not complete any schooling,no,too old,
1140,1,male,30,household head,married,yes,did not complete any schooling,yes,,agriculture
1140,2,female,25,spouse,married,yes,did not complete any schooling,yes,,household work
1140,3,male,7,child,,yes,did not complete any schooling,yes,,livestock
1140,4,female,5,child,,yes,did not complete any schooling,no,too young,
1140,5,male,3,child,,no,,,,
1140,6,female,1,child,,no,,,,
1141,1,male,55,household head,married,yes,did not complete any schooling,yes,,agriculture
1141,2,female,48,spouse,married,yes,did not complete any schooling,yes,,household work
1141,3,male,13,child,single,yes,4th grade,yes,,student
1141,4,male,6,child,,yes,did not complete any schooling,no,too young,
1141,5,male,1,child,,no,,,,
1141,101,female,18,child,single,yes,8th grade,no,student,
1141,102,male,17,child,single,yes,8th grade,no,student,
1142,1,male,54,household head,married,yes,did not complete any schooling,yes,,agriculture
1142,2,female,32,spouse,married,yes,did not complete any schooling,yes,,household work
1142,3,male,22,child,single,yes,5th grade,yes,,agriculture
1142,4,male,18,child,single,yes,10nth grade,yes,,agriculture
1142,5,male,15,child,single,yes,7th grade,yes,,agriculture
1142,6,male,12,child,single,yes,did not complete any schooling,yes,,agriculture
1142,7,male,9,child,,yes,did not complete any schooling,yes,,no precise occupation
1142,8,male,6,child,,yes,did not complete any schooling,yes,,no precise occupation
1142,9,female,5,child,,yes,1st grade,no,student,
1143,1,male,65,household head,married,yes,did not complete any schooling,yes,,agriculture
1143,2,female,40,spouse,married,yes,did not complete any schooling,yes,,household work
1143,3,male,13,child,single,yes,did not complete any schooling,yes,,livestock
1143,4,female,8,child,,yes,did not complete any schooling,yes,,livestock
1143,5,male,4,child,,no,,,,
1144,1,male,37,household head,married,yes,did not complete any schooling,yes,,agriculture
1144,2,female,32,spouse,married,yes,4th grade,yes,,household work
1144,3,male,13,child,single,yes,6th grade,yes,,no precise occupation
1144,4,male,7,child,,yes,did not complete any schooling,yes,,livestock
1144,5,female,5,child,,yes,did not complete any schooling,no,too young,
1144,6,male,3,child,,no,,,,
1145,1,male,57,household head,married,yes,did not complete any schooling,yes,,agriculture
1145,2,female,49,spouse,married,yes,did not complete any schooling,yes,,household work
1145,3,male,21,child,single,yes,2nd grade,yes,,agriculture
1145,4,female,20,child,single,yes,did not complete any schooling,yes,,agriculture
1145,5,male,19,child,single,yes,5th grade,yes,,student
1145,6,male,18,child,single,yes,4th grade,yes,,student
1145,7,female,17,child,single,yes,did not complete any schooling,yes,,agriculture
1145,8,female,16,child,single,yes,10nth grade,yes,,student
1145,9,male,12,child,single,yes,did not complete any schooling,yes,,livestock
1145,10,male,11,child,,yes,did not complete any schooling,yes,,livestock
1146,1,male,37,household head,married,yes,did not complete any schooling,yes,,agriculture
1146,2,female,27,spouse,married,yes,did not complete any schooling,yes,,household work
1146,3,female,8,child,,yes,1st grade,yes,,no precise occupation
1146,4,female,6,child,,yes,did not complete any schooling,no,too young,
