hhid,sectionc1,sectionc2a,sectionc2b,sectionc2c,sectionc3,sectionc4,sectionc5,sectionc6,sectionc7,sectionc8,sectionc9a,sectionc9b,sectionc10,sectionc11,sectionc12,sectionc13
1151,9,2,kert,.40000001,lem,10,rain,14,"no, we share-cropped in",,,,.5,not available,annual crop,1
1152,1,5.5,kert,1.1,lem,5,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,2,3,kert,.60000002,lem,5,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,3,2,kert,.40000001,lem,8,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,4,3,kert,.60000002,lem,5,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,5,3,kert,.60000002,lem,7,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,6,6,kert,1.2,lem-teuf,7,rain,12,yes,allocated by government,yes,yes,,,annual crop,1
1152,7,2,kert,.40000001,lem-teuf,8,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
1152,8,8,kert,1.6,lem,10,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
1152,9,1.5,kert,.30000001,lem-teuf,9,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
1153,1,1.5,kert,.30000001,lem-teuf,3,rain,11,yes,purchased,yes,yes,,,annual crop,1
1153,2,3,kert,.60000002,lem,10,rain,6,"no, we share-cropped in",,,,.5,not available,annual crop,1
1153,3,3,kert,.60000002,lem-teuf,15,rain,3,"no, we rent it from others",,,,,1100,annual crop,1
1153,4,2,kert,.40000001,lem,20,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1154,1,1.5,timad,.30000001,lem,0,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
1154,2,4,timad,.80000001,lem-teuf,2,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1154,3,2,timad,.40000001,lem-teuf,3,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
1154,4,1.5,timad,.30000001,lem,5,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
1154,5,3,timad,.60000002,lem,4,rain,11,yes,allocated by family,yes,yes,,,annual crop,1
1154,6,2,timad,.40000001,lem,0,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
1154,7,5,timad,1,lem,1,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
1155,1,2,kert,.40000001,teuf,2,rain,3,"no, we share-cropped in",,,,.5,not available,annual crop,1
1155,2,2,kert,.40000001,lem,5,rain,9,yes,allocated by family,yes,yes,,,annual crop,1
1155,3,4,kert,.80000001,lem-teuf,10,rain,7,"no, we share-cropped in",,,,.5,not available,annual crop,1
1155,4,3,kert,.60000002,lem,20,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
1155,5,2,kert,.40000001,teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
1155,6,3,kert,.60000002,lem-teuf,30,rain,5,"no, we share-cropped in",,,,.5,not available,annual crop,1
1156,1,6,kert,1.2,lem-teuf,1,rain,6,yes,allocated by government,yes,yes,,,annual crop,1
1156,2,4,kert,.80000001,lem-teuf,30,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1156,3,3,kert,.60000002,lem,35,rain,4,yes,inherited,yes,yes,,,annual crop,1
1156,4,1,kert,.2,lem-teuf,30,rain,6,yes,allocated by government,yes,yes,,,annual crop,1
1156,5,4,kert,.80000001,lem-teuf,30,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1156,6,1,kert,.2,lem-teuf,30,rain,6,yes,inherited,yes,yes,,,annual crop,1
1156,7,1,kert,.2,lem-teuf,30,rain,6,yes,inherited,yes,yes,,,annual crop,1
1157,1,10,kert,2,lem,5,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
1157,2,2,kert,.40000001,lem-teuf,15,rain,22,yes,allocated by government,yes,yes,,,annual crop,1
1157,3,5,kert,1,lem,15,rain,7,"no, we rent it from others",,,,,2000,annual crop,1
1157,4,3,kert,.60000002,lem-teuf,7,rain,7,"no, we rent it from others",,,,,1200,annual crop,1
1157,5,2,kert,.40000001,lem-teuf,15,rain,7,"no, we rent it from others",,,,,900,annual crop,1
1157,6,1,kert,.2,lem,10,rain,7,"no, we rent it from others",,,,,450,annual crop,1
1158,1,2.5,kert,.5,lem,15,rain,34,yes,allocated by government,"no, we sharecrop it out",yes,.5,,annual crop,1
1158,2,1.5,kert,.30000001,lem,20,rain,34,yes,allocated by government,"no, we rent it to others",yes,,450,annual crop,1
1158,3,4,kert,.80000001,lem-teuf,15,rain,34,yes,allocated by government,"no, we sharecrop it out",yes,.5,,annual crop,1
1158,4,2,kert,.40000001,lem,20,rain,34,yes,allocated by government,"no, we rent it to others",yes,,600,annual crop,1
1158,5,2,kert,.40000001,lem-teuf,3,rain,34,yes,allocated by government,yes,yes,,,annual crop,1
1158,6,1,kert,.2,lem,5,rain,34,yes,allocated by government,yes,yes,,,multiple uses,
1159,1,7.5,kert,1.5,lem,10,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
1159,2,3,kert,.60000002,lem-teuf,30,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1159,3,2,kert,.40000001,lem-teuf,20,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
1160,1,3.5,kert,.69999999,lem-teuf,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1160,2,4,kert,.80000001,lem,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1160,3,3.5,kert,.69999999,lem,10,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1041,1,21,kert,5.25,lem-teuf,5,rain,16,yes,allocated by family,yes,yes,,,multiple uses,
1042,1,5,kert,1,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1042,2,5,kert,1,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1042,3,1,kert,.2,lem,40,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1043,1,.5,kert,.125,lem,1,rain,8,yes,allocated by family,yes,yes,,,multiple uses,
1043,2,3,kert,.75,lem,5,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
1043,3,1,kert,.25,lem-teuf,4,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
1043,4,1,kert,.25,lem-teuf,20,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
1043,5,3,kert,.75,teuf,20,rain,7,"no, we rent it from others",,,,,1200,annual crop,1
1043,6,4,kert,1,lem-teuf,15,rain,1,"no, we share-cropped in",,,,.5,not available,annual crop,1
1044,1,10,kert,2,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1044,2,2,kert,.40000001,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1044,3,3.5,kert,.69999999,lem-teuf,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1044,4,2,kert,.40000001,lem-teuf,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1044,5,2,kert,.40000001,lem-teuf,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1045,1,4,kert,.80000001,teuf,20,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1045,2,7,kert,1.4,lem,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1045,3,2.75,kert,.55000001,lem-teuf,3,rain,38,yes,allocated by government,yes,yes,,,multiple uses,
1045,4,1.5,kert,.30000001,lem-teuf,5,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1046,1,6,kert,1.2,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1046,2,5,kert,1,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1046,3,4,kert,.80000001,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1046,4,3,kert,.60000002,lem-teuf,25,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1046,5,3,kert,.60000002,lem-teuf,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1047,1,.5,kert,.1,lem-teuf,5,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1047,2,2,kert,.40000001,lem-teuf,10,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1047,3,6,kert,1.2,lem-teuf,1,rain,27,yes,allocated by government,yes,yes,,,annual crop,1
1047,4,1,kert,.2,lem-teuf,3,rain,27,yes,allocated by government,yes,yes,,,wood lots,
1047,5,3,kert,.60000002,lem-teuf,5,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1047,6,2,kert,.40000001,lem,60,rain,16,yes,allocated by government,yes,yes,,,annual crop,1
1047,7,2.5,kert,.5,lem-teuf,60,rain,3,"no, we rent it from others",,,,,2000,annual crop,1
1048,1,6,kert,1.2,lem-teuf,10,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1048,2,2,kert,.40000001,teuf,15,rain,30,yes,allocated by government,yes,yes,,,annual crop,1
1048,3,2,kert,.40000001,teuf,20,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1049,1,8,kert,1.6,lem-teuf,30,rain,60,yes,inherited,yes,yes,,,annual crop,1
1049,2,4,kert,.80000001,teuf,30,rain,60,yes,inherited,yes,yes,,,annual crop,1
1049,3,2,kert,.40000001,lem-teuf,25,rain,60,yes,inherited,yes,yes,,,annual crop,1
1049,4,2,kert,.40000001,lem-teuf,20,rain,60,yes,inherited,yes,yes,,,annual crop,1
1049,5,1,kert,.2,lem-teuf,1,rain,60,yes,inherited,yes,yes,,,annual crop,1
1050,1,4,kert,.80000001,lem,2,rain,9,yes,allocated by family,yes,yes,,,annual crop,1
1050,2,2,kert,.40000001,lem,1,rain,9,yes,allocated by family,yes,yes,,,annual crop,1
1050,3,1,kert,.2,lem,60,rain,2,"no, we rent it from others",,,,,700,annual crop,1
1050,4,1,kert,.2,lem-teuf,60,rain,2,"no, we rent it from others",,,,,700,annual crop,1
1050,5,2,kert,.40000001,lem-teuf,3,rain,3,"no, we rent it from others",,,,,1400,annual crop,1
1051,1,5,kert,1,lem-teuf,2,rain,38,yes,allocated by government,yes,yes,,,multiple uses,
1051,2,5,kert,1,lem-teuf,15,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1052,1,1,kert,.2,lem,1,rain,3,yes,allocated by family,yes,yes,,,annual crop,1
1052,2,3,kert,.60000002,lem,3,rain,6,yes,allocated by family,yes,yes,,,annual crop,1
1052,3,7,kert,1.4,lem,10,rain,7,yes,allocated by family,yes,yes,,,annual crop,1
1052,4,1,kert,.2,lem,5,rain,7,"no, we rent it from others",,,,,1400,annual crop,1
1053,1,1,kert,.2,lem,1,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
1053,2,1,kert,.2,lem,1,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
1053,3,3,kert,.60000002,lem,30,rain,5,"no, we rent it from others",,,,,1800,annual crop,1
1053,4,2,kert,.40000001,lem,10,rain,10,"no, we rent it from others",,,,,1200,annual crop,1
1053,5,2,kert,.40000001,lem,10,rain,10,"no, we rent it from others",,,,,1200,annual crop,1
1053,6,1,kert,.2,lem,10,rain,10,"no, we rent it from others",,,,,600,annual crop,1
1053,7,2,kert,.40000001,lem,10,rain,10,"no, we rent it from others",,,,,1200,annual crop,1
1054,1,6,kert,1.2,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1054,2,2,kert,.40000001,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1054,3,2.5,kert,.5,lem,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1054,4,2.5,kert,.5,lem,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1054,5,2.5,kert,.5,lem,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1054,6,2.5,kert,.5,lem,20,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1055,1,1,kert,.25,teuf,1,rain,10,yes,allocated by family,yes,yes,,,livestock/grazing,
1055,2,6,kert,1.5,lem-teuf,20,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1056,1,3,kert,.75,lem-teuf,15,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1056,2,2,kert,.5,lem-teuf,15,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1056,3,4,kert,1,lem,3,rain,24,yes,allocated by government,yes,yes,,,multiple uses,
1056,4,2.5,kert,.625,lem-teuf,10,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1056,5,4,kert,1,teuf,15,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1056,6,1.5,kert,.375,lem-teuf,15,rain,24,yes,allocated by government,yes,yes,,,annual crop,1
1057,1,2,kert,.5,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1057,2,5,kert,1.25,lem,3,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1057,3,6,kert,1.5,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1057,4,3,kert,.75,teuf,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1058,1,2,kert,.5,lem-teuf,5,rain,38,yes,inherited,yes,yes,,,annual crop,1
1058,2,4,kert,1,lem,2,rain,38,yes,inherited,yes,yes,,,multiple uses,
1058,3,4,kert,1,teuf,5,rain,38,yes,inherited,yes,yes,,,annual crop,1
1058,4,2,kert,.5,lem,30,rain,38,yes,inherited,yes,yes,,,annual crop,1
1058,5,4,kert,1,teuf,30,rain,38,yes,inherited,yes,yes,,,annual crop,1
1058,6,4,kert,1,lem,30,rain,38,yes,inherited,yes,yes,,,annual crop,1
1059,1,2,kert,.40000001,teuf,2,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
1059,2,4,kert,.80000001,lem-teuf,15,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
1059,3,1,kert,.2,teuf,10,rain,15,yes,allocated by government,yes,yes,,,annual crop,1
1059,4,1,kert,.2,teuf,10,rain,3,"no, we rent it from others",,,,,700,annual crop,1
1059,5,2,kert,.40000001,teuf,5,both,15,yes,allocated by government,yes,yes,,,wood lots,
1060,1,.25,kert,.050000001,lem-teuf,2,rain,19,yes,allocated by family,yes,yes,,,livestock/grazing,
1060,2,1,kert,.2,lem-teuf,3,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
1060,3,2.5,kert,.5,lem-teuf,15,rain,23,yes,allocated by family,yes,yes,,,annual crop,1
1060,4,3.5,kert,.69999999,lem-teuf,20,rain,16,yes,allocated by family,yes,yes,,,annual crop,1
1060,5,1.5,kert,.30000001,lem,2,rain,19,yes,allocated by family,yes,yes,,,wood lots,
1061,1,10,kert,2,lem-teuf,15,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,2,1,kert,.2,lem,15,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,3,1,kert,.2,lem-teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,4,1.5,kert,.30000001,lem-teuf,10,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,5,9,kert,1.8,lem,5,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,6,1,kert,.2,lem,20,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1061,7,3,kert,.60000002,lem,5,rain,20,yes,allocated by family,yes,yes,,,wood lots,
1062,1,3,kert,.60000002,lem-teuf,25,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1062,2,5,kert,1,lem,3,rain,8,"no, we share-cropped in",,,,.5,not available,annual crop,1
1062,3,4,kert,.80000001,teuf,15,rain,2,"no, we share-cropped in",,,,.5,not available,annual crop,1
1062,4,2.5,kert,.5,teuf,2,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1062,5,2.5,kert,.5,lem-teuf,2,rain,38,yes,allocated by government,yes,yes,,,livestock/grazing,
1062,6,3.5,kert,.69999999,lem-teuf,6,rain,38,yes,allocated by government,yes,yes,,,livestock/grazing,
1062,7,4,kert,.80000001,lem-teuf,30,rain,38,yes,allocated by government,yes,yes,,,annual crop,1
1063,1,1,kert,.2,lem-teuf,2,rain,20,yes,allocated by family,yes,yes,,,livestock/grazing,
1063,2,.5,kert,.1,lem,3,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1063,3,.25,kert,.050000001,lem-teuf,3,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1063,4,3,kert,.60000002,lem,30,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1063,5,3,kert,.60000002,lem-teuf,30,rain,20,yes,allocated by family,yes,yes,,,annual crop,1
1064,1,.25,kert,.050000001,lem-teuf,5,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
1064,2,5,kert,1,lem-teuf,10,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
1064,3,3,kert,.60000002,lem-teuf,30,rain,2,yes,allocated by family,yes,yes,,,annual crop,1
1064,4,1.5,kert,.30000001,lem-teuf,5,rain,2,yes,allocated by family,yes,yes,,,wood lots,
1065,1,.5,kert,.1,lem-teuf,1,rain,6,yes,inherited,yes,yes,,,annual crop,1
1065,2,1,kert,.2,lem-teuf,1,rain,6,yes,inherited,yes,yes,,,annual crop,1
1065,3,1.5,kert,.30000001,lem,2,rain,6,yes,inherited,yes,yes,,,annual crop,1
1065,4,3,kert,.60000002,lem,60,rain,6,yes,inherited,yes,yes,,,annual crop,1
1065,5,1.5,kert,.30000001,lem,60,rain,6,yes,inherited,yes,yes,,,annual crop,1
1065,6,1,kert,.2,lem,60,rain,6,yes,inherited,yes,yes,,,annual crop,1
1066,1,3,kert,.75,teuf,10,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1066,2,6,kert,1.5,lem-teuf,20,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1066,3,2,kert,.5,lem-teuf,25,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1066,4,4,kert,1,lem,3,rain,37,yes,allocated by government,yes,yes,,,multiple uses,
1066,5,2,kert,.5,lem-teuf,25,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1066,6,3,kert,.75,lem-teuf,10,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1066,7,4,kert,1,lem-teuf,12,rain,37,yes,allocated by government,yes,yes,,,annual crop,1
1067,1,4,kert,1,lem-teuf,1,rain,36,yes,allocated by government,yes,yes,,,multiple uses,
1067,2,5,kert,1.25,teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1067,3,5,kert,1.25,lem,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,
1068,1,8.5,kert,2.125,lem-teuf,2,rain,28,yes,inherited,yes,yes,,,annual crop,1
1068,2,1.5,kert,.375,lem-teuf,10,rain,28,yes,inherited,yes,yes,,,multiple uses,
1069,1,3,kert,.75,teuf,15,rain,19,yes,inherited,yes,yes,,,annual crop,1
1069,2,6,kert,1.5,teuf,5,rain,19,yes,inherited,yes,yes,,,annual crop,1
1069,3,3,kert,.75,teuf,5,rain,19,yes,inherited,yes,yes,,,annual crop,1
1070,1,8,kert,2,lem-teuf,2,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1070,2,5,kert,1.25,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1070,3,5,kert,1.25,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1070,4,3,kert,.75,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1071,1,2,kert,.5,lem,1,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1071,2,2,kert,.5,lem-teuf,2,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1071,3,4,kert,1,lem-teuf,4,rain,20,yes,allocated by government,yes,yes,,,annual crop,1
1072,1,2,kert,.5,lem-teuf,5,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1072,2,5,kert,1.25,lem,7,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1072,3,2,kert,.5,lem,4,rain,5,yes,allocated by family,yes,yes,,,annual crop,1
1072,4,2,kert,.5,lem-teuf,7,rain,12,yes,allocated by family,yes,yes,,,annual crop,1
1072,5,3,kert,.75,lem-teuf,5,rain,10,yes,allocated by family,yes,yes,,,annual crop,1
1072,6,1,kert,.25,lem-teuf,2,rain,10,yes,allocated by family,yes,yes,,,perennial crops,
1073,1,2,kert,.5,lem-teuf,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1073,2,1,kert,.25,lem-teuf,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1073,3,2,kert,.5,lem-teuf,2,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1073,4,2,kert,.5,teuf,10,rain,4,yes,allocated by family,yes,yes,,,livestock/grazing,
1073,5,1,kert,.25,lem-teuf,10,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1074,1,3,kert,.75,lem-teuf,1,rain,8,yes,allocated by family,yes,yes,,,annual crop,1
1074,2,1,kert,.25,lem-teuf,20,rain,1,"no, we rent it from others",,,,,400,annual crop,1
1074,3,2,kert,.5,lem-teuf,20,rain,1,"no, we rent it from others",,,,,650,annual crop,1
1075,1,8,kert,1.6,lem-teuf,10,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1075,2,2,kert,.40000001,lem,5,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1075,3,2,kert,.40000001,lem-teuf,5,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1075,4,2,kert,.40000001,lem-teuf,5,rain,32,yes,allocated by government,yes,yes,,,annual crop,1
1075,5,2,kert,.40000001,lem,5,rain,23,yes,allocated by family,yes,yes,,,annual crop,1
1076,1,3,kert,.60000002,lem-teuf,30,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1076,2,9,kert,1.8,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1076,3,7,kert,1.4,lem,15,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1077,1,4,kert,1,lem-teuf,0,rain,36,yes,allocated by family,yes,yes,,,livestock/grazing,
1077,2,4,kert,1,lem-teuf,5,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1077,3,4,kert,1,lem-teuf,5,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1077,4,3,kert,.75,lem-teuf,5,rain,36,yes,allocated by family,yes,yes,,,annual crop,2
1077,5,3,kert,.75,lem-teuf,5,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1077,6,4,kert,1,teuf,5,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1077,7,3,kert,.75,lem-teuf,10,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1077,8,2,kert,.5,teuf,15,rain,36,yes,allocated by family,yes,yes,,,annual crop,1
1078,1,1,kert,.25,lem-teuf,5,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1078,2,2,kert,.5,lem,10,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1079,1,5,kert,1.25,lem-teuf,30,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1079,2,2,kert,.5,lem,15,rain,4,yes,allocated by family,yes,yes,,,annual crop,1
1080,1,8,kert,2,lem,1,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
1080,2,4,kert,1,lem-teuf,5,rain,36,yes,allocated by government,yes,yes,,,annual crop,1
