hhid,sectiong0,sectiong1,sectiong2,sectiong3a,sectiong3b,sectiong3c,sectiong4,sectiong5,sectiong6,sectiong7,sectiong8,sectiong9,sectiong10,sectiong11,sectiong12,sectiong13,sectiong14,sectiong15,sectiong16,sectiong17,sectiong18,sectiong19,sectiong20,sectiong21,sectiong22,sectiong23,sectiong24,sectiong25,sectiong26
555,1,1,miazia,10,medeb,10,magna,cash,10000,1000,farmer-trader in the village,he gives higher prices,trader shop (fixed),yes,no,,own donkey,50,120,30,man,100,,no,,no,no,no,
556,1,1,miazia,2,quintal,2,magna,cash,2000,1000,farmer-trader in the village,the buyer  is a relative,local(weekly) market,yes,no,,own donkey,3,15,60,man,100,,no,,no,yes,no,
557,2,2,megabit,1.5,quintal,1.5,red,cash,970,646,assemblers from outside village,he is close by,trader shop (fixed),yes,no,,own donkey,15,40,15,man,100,,no,,no,no,no,
557,2,1,yekatit,1.5,quintal,1.5,white,cash,1350,900,assemblers from outside village,he is close by,trader shop (fixed),yes,no,,own donkey,15,40,15,man,100,,no,,no,no,no,
558,1,1,ginbot,2.5,quintal,2,white,cash,2500,1000,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,no,,own donkey,0,30,30,man,100,,no,,no,yes,yes,no
559,3,2,pagume,4,quintal,4,magna,cash,5600,1400,"trader with fixed shop, selling teff to addis",he gives higher prices,on the farm or home,yes,yes,3,none,0,0,0,man,100,,no,,no,no,no,
559,3,3,tikimt,4,quintal,4,magna,cash,5840,1460,"trader with fixed shop, selling teff to addis",he gives higher prices,on the farm or home,yes,yes,3,none,0,0,0,man,100,,no,,no,no,no,
559,3,1,sene,4,quintal,4,magna,cash,3920,980,"trader with fixed shop, selling teff to addis",he gives higher prices,on the farm or home,yes,yes,2,none,0,0,0,man,100,,yes,yes,no,no,no,
560,1,1,nehase,1,quintal,1,magna,cash,1000,1000,assemblers from outside village,i trust his weighing,local(weekly) market,yes,yes,2,own donkey,0,0,120,man,100,,no,,no,no,no,
561,3,3,ginbot,2,quintal,2,magna,cash,2880,1440,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,no,,own donkey,200,120,60,man,100,,no,,no,no,yes,no
561,3,2,miazia,2,quintal,2,magna,cash,2800,1400,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,no,,own donkey,200,120,60,man,100,,no,,no,no,yes,no
561,3,1,yekatit,3,quintal,3,magna,cash,4200,1400,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,no,,own donkey,150,120,60,man,100,,no,,no,no,yes,no
562,3,3,hamle,1,quintal,1,magna,cash,1150,1150,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own donkey,0,30,30,man,100,,no,,no,no,no,
562,3,2,sene,3.5,quintal,3.5,magna,cash,3850,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own donkey,0,30,60,man,100,,no,,no,no,no,
562,3,1,megabit,4,quintal,4,magna,cash,3200,900,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,rented cart,16,15,30,man,100,,no,,no,no,no,
563,3,3,meskerem,1,quintal,1,magna,cash,1500,1500,farmer-trader in the village,i trust his weighing,local(weekly) market,yes,yes,2,own donkey,50,120,30,man,100,,no,,no,no,no,
563,3,2,hamle,2.5,quintal,2.5,magna,cash,3750,1500,farmer-trader in the village,i trust his weighing,local(weekly) market,yes,yes,3,own donkey,60,120,60,man,100,,no,,no,no,no,
563,3,1,ginbot,2,quintal,2,magna,cash,2400,1200,farmer-trader in the village,i trust his weighing,local(weekly) market,yes,yes,2,own donkey,100,120,30,man,100,,no,,no,no,no,
564,4,4,nehase,1,quintal,1,magna,cash,1600,1600,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,yes,1,own donkey,20,90,10,man,100,,no,,no,no,no,
564,4,3,hamle,1,quintal,1,magna,cash,1500,1500,farmer,he gives higher prices,local(weekly) market,yes,yes,3,own donkey,30,45,10,man,100,,no,,no,no,no,
564,4,1,tahisas,1,quintal,1,magna,cash,1100,1100,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,yes,2,own donkey,20,90,10,man,100,,no,,no,no,no,
564,4,2,ginbot,2,quintal,2,magna,cash,2500,1250,consumer,the buyer  is a relative,at mill,yes,no,,rented cart,180,360,60,man,100,,yes,yes,no,no,no,
565,4,4,ginbot,2,quintal,2,mix,cash,2400,1200,farmer-trader in the village,he gives higher prices,local(weekly) market,no,yes,3,other donkeys,3,40,3,man,100,,no,,no,no,no,
565,4,1,miazia,4,quintal,4,magna,cash,5120,1280,farmer-trader in the village,he gives higher prices,local(weekly) market,no,yes,3,rented cart,6,40,3,man,100,,no,,no,no,no,
565,4,3,ginbot,2,quintal,2,magna,cash,2680,1340,farmer-trader in the village,he gives higher prices,local(weekly) market,no,yes,2,other donkeys,3,40,3,man,100,,no,,no,no,no,
565,4,2,miazia,3,quintal,3,mix,cash,3240,1080,farmer-trader in the village,he gives higher prices,local(weekly) market,no,yes,3,rented cart,6,40,3,man,100,,no,,no,no,no,
566,1,1,miazia,1.5,quintal,1.5,magna,cash,1500,1000,assemblers from outside village,he gives advances when needed or lends me money if needed,local(weekly) market,yes,yes,2,own donkey,20,60,15,man,100,,no,,no,no,no,
567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1,1,yekatit,3,quintal,3,white,cash,3000,1000,assemblers from outside village,there is no real difference with other traders,local(weekly) market,yes,no,,other donkeys,5,60,30,man,100,,no,,no,no,no,
569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,4,4,tikimt,4,quintal,4,white,cash,6000,1500,assemblers from outside village,he gives higher prices,local(weekly) market,yes,yes,7,own donkey,0,60,100,man,100,,yes,yes,no,no,yes,no
570,4,2,nehase,2,quintal,2,white,cash,2600,1300,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,yes,5,own donkey,0,60,130,man,100,,no,,no,no,yes,no
570,4,3,meskerem,2,quintal,2,white,cash,2600,1300,at wholesale market: traveling trader going to addis,he gives higher prices,local(weekly) market,yes,yes,6,own donkey,0,60,90,man,100,,no,,no,no,yes,no
570,4,1,hamle,2,quintal,2,white,cash,2200,1100,farmer-trader in the village,he gives higher prices,local(weekly) market,yes,yes,6,own donkey,0,60,120,man,100,,no,,no,no,yes,no
571,3,2,megabit,2,quintal,2,magna,cash,1940,970,assemblers from outside village,the buyer  is a relative,trader shop (fixed),yes,yes,2,own donkey,6,60,30,man,100,,yes,yes,no,yes,no,
571,3,1,tir,2,quintal,2,magna,cash,1900,950,assemblers from outside village,the buyer  is a relative,trader shop (fixed),yes,yes,3,own donkey,5,60,20,man,100,,yes,yes,no,yes,no,
571,3,3,ginbot,5,quintal,5,magna,cash,5000,1000,assemblers from outside village,the buyer  is a relative,trader shop (fixed),yes,yes,3,own donkey,10,60,40,man,100,,yes,yes,no,yes,no,
572,2,2,miazia,2,quintal,2,mix,cash,2200,1100,farmer-trader in the village,he is close by,trader shop (fixed),yes,yes,4,rented cart,12,60,120,man,100,,no,,no,no,no,
572,2,1,tir,.5,quintal,.5,white,cash,650,1300,farmer-trader in the village,he is close by,trader shop (fixed),yes,yes,3,rented cart,3,60,90,man,100,,no,,no,no,no,
573,1,1,megabit,1,quintal,1,magna,cash,1100,1100,assemblers from outside village,there is no real difference with other traders,on the farm or home,yes,no,,rented cart,8,90,10,woman,100,,no,,no,no,no,
574,2,2,ginbot,3.5,medeb,3.5,magna,cash,5250,1500,assemblers from outside village,i trust his weighing,trader shop (fixed),yes,yes,3,borrowed cart,0,60,15,man,100,,no,,no,no,no,
574,2,1,miazia,2,medeb,2,magna,cash,2800,1400,assemblers from outside village,i trust his weighing,trader shop (fixed),yes,yes,4,borrowed cart,0,60,10,man,100,,no,,no,no,no,
575,3,2,sene,1.5,quintal,1.5,magna,cash,1800,1200,assemblers from outside village,he gives higher prices,local(weekly) market,yes,yes,3,other donkeys,0,150,40,man,100,,no,,no,no,yes,no
575,3,3,hamle,2,quintal,2,mix,cash,2600,1300,assemblers from outside village,he gives higher prices,local(weekly) market,yes,yes,5,other donkeys,0,150,30,man,100,,no,,no,no,yes,no
575,3,1,ginbot,6,quintal,6,mix,cash,6300,1050,assemblers from outside village,he gives higher prices,local(weekly) market,yes,yes,4,rented cart,48,60,1,man,100,,no,,no,no,yes,no
576,5,2,megabit,2,quintal,2,magna,cash,1900,950,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,no,,rented cart,20,30,40,mix,100,,no,,no,no,no,
576,5,3,miazia,5,quintal,5,magna,cash,4500,900,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,no,,rented cart,50,30,50,mix,100,,no,,no,no,no,
576,5,1,yekatit,4,quintal,4,magna,cash,3600,900,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,no,,rented cart,40,30,40,mix,100,,no,,no,no,no,
576,5,4,sene,1,quintal,1,magna,cash,950,950,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,no,,rented cart,10,30,30,mix,100,,no,,no,no,no,
576,5,5,hamle,1,quintal,1,magna,cash,1000,1000,"trader with fixed shop, selling teff to addis",he gives advances when needed or lends me money if needed,trader shop (fixed),yes,no,,rented cart,10,30,20,mix,100,,no,,no,no,no,
577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,3,2,miazia,2,quintal,2,magna,cash,2000,1000,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own and other donkeys,0,60,20,man,100,,no,,no,yes,yes,no
578,3,3,sene,3,quintal,3,magna,cash,3300,1100,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,3,rented cart,15,30,30,man,100,,no,,no,no,yes,yes
578,3,1,tahisas,2,quintal,2,red,cash,1600,800,"trader with fixed shop, selling teff to addis",there is no real difference with other traders,trader shop (fixed),yes,yes,2,own and other donkeys,0,60,20,man,100,,no,,yes,yes,no,
579,4,2,tir,2,quintal,2,mix,cash,1700,850,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,2,own cart,0,15,15,man,100,,no,,no,no,no,
579,4,1,tahisas,3,quintal,3,mix,cash,2700,900,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own cart,0,15,10,man,100,,no,,no,no,no,
579,4,3,megabit,5,quintal,5,magna,cash,5500,1100,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,3,own cart,0,15,12,man,100,,no,,no,no,no,
579,4,4,miazia,6,quintal,6,magna,cash,7200,1200,"trader with fixed shop, selling teff to addis",he gives higher prices,trader shop (fixed),yes,yes,4,own cart,0,15,17,man,100,,no,,no,no,no,
580,1,1,sene,2,quintal,2,white,cash,2000,1000,"trader with fixed shop, selling teff to addis",i trust his weighing,trader shop (fixed),yes,yes,3,other donkeys,0,60,60,man,100,,no,,no,no,no,
581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2,1,tir,4.5,quintal,4.5,magna,cash,5850,1300,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,own and other donkeys,10,90,30,man,100,,no,,no,no,no,
582,2,2,miazia,4,quintal,4,white,cash,5800,1450,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,own and other donkeys,10,90,30,man,100,,no,,no,no,no,
583,2,2,nehase,8,quintal,8,white,cash,11200,1400,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,rented cart,80,30,20,woman,100,,no,,no,no,yes,no
583,2,1,sene,10,quintal,10,white,cash,10000,1000,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,rented cart,100,30,60,woman,100,,no,,no,no,yes,no
584,3,3,sene,2.5,quintal,2.5,white,cash,2750,1100,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,rented cart,50,30,40,man,100,,no,,no,no,no,
584,3,2,megabit,4,quintal,4,magna,cash,4000,1000,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,rented cart,45,30,40,man,100,,no,,no,no,no,
584,3,1,yekatit,2,quintal,2,magna,cash,1800,900,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,other donkeys,50,60,40,man,100,,no,,no,no,no,
585,1,1,miazia,1.5,quintal,1.5,magna,cash,1050,700,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,40,60,15,man,100,,no,,no,no,no,
586,1,1,sene,1.5,quintal,1.5,white,cash,1800,1200,"trader with fixed shop, selling teff to addis",he is close by,trader shop (fixed),yes,no,,own donkey,20,150,30,man,100,,no,,no,no,no,
587,3,3,nehase,3,quintal,3,magna,cash,4200,1400,farmer-trader in the village,he pays immediately,local(weekly) market,yes,yes,3,own donkey,50,30,10,man,100,,yes,yes,yes,yes,no,
587,3,2,miazia,1,quintal,1,white,cash,1150,1150,farmer-trader in the village,he pays immediately,local(weekly) market,yes,yes,3,own donkey,50,30,10,man,100,,yes,yes,yes,yes,no,
587,3,1,yekatit,1,quintal,1,white,cash,1000,1000,farmer-trader in the village,he is close by,local(weekly) market,yes,yes,3,own donkey,50,30,10,man,100,,yes,yes,yes,yes,no,
588,2,2,nehase,2,quintal,2,white,cash,3000,1500,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,30,60,30,man,100,,no,,no,no,no,
588,2,1,hamle,3.7,quintal,3.7,white,cash,5180,1400,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,30,60,30,man,100,,no,,no,no,no,
589,4,4,hamle,11,quintal,11,magna,cash,16500,1500,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,by foot,50,30,20,man,100,,no,,no,no,no,
589,4,3,sene,5,quintal,5,magna,cash,7500,1500,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,by foot,50,30,20,man,100,,no,,no,no,no,
589,4,1,miazia,5,quintal,5,magna,cash,5000,1000,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,by foot,50,30,20,man,100,,no,,no,no,no,
589,4,2,ginbot,6,quintal,6,magna,cash,6000,1000,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,by foot,50,30,20,man,100,,no,,no,no,no,
590,1,1,nehase,12,quintal,12,magna,cash,18000,1500,farmer-trader in the village,he is close by,on the farm or home,yes,yes,3,none,0,0,0,man,100,,yes,yes,no,yes,no,
591,2,2,sene,4,quintal,4,mix,cash,3600,900,farmer-trader in the village,he is close by,local(weekly) market,yes,yes,3,own and other donkeys,50,120,30,man,100,,yes,yes,yes,yes,no,
591,2,1,ginbot,25,quintal,25,magna,cash,25000,1000,farmer-trader in the village,he is close by,on the farm or home,yes,yes,3,none,0,0,0,man,100,,yes,yes,yes,yes,no,
592,3,2,sene,3,quintal,3,magna,cash,3600,1200,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,no,no,,own donkey,50,150,30,man,100,,no,,no,no,yes,no
592,3,1,ginbot,5,quintal,5,magna,cash,5000,1000,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,no,no,,own donkey,50,150,30,man,100,,no,,no,no,yes,no
592,3,3,hamle,2,quintal,2,magna,cash,2800,1400,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,no,no,,own donkey,50,150,30,man,100,,no,,no,no,yes,no
593,2,1,miazia,15,quintal,15,magna,cash,18000,1200,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,no,,own donkey,100,120,60,man,100,,yes,yes,no,no,no,
593,2,2,sene,8,quintal,8,magna,cash,10400,1300,"trader with fixed shop, selling teff to addis",he pays immediately,local(weekly) market,yes,no,,own donkey,100,120,60,man,100,,yes,yes,no,no,no,
594,3,2,miazia,3,quintal,3,magna,cash,2700,900,farmer,there is no real difference with other traders,local(weekly) market,yes,no,,own donkey,10,60,10,man,100,,no,,no,no,no,
594,3,3,ginbot,2,quintal,2,magna,cash,2000,1000,farmer,there is no real difference with other traders,local(weekly) market,yes,no,,own donkey,40,60,10,man,100,,no,,no,no,no,
594,3,1,megabit,3,quintal,3,magna,cash,2400,800,farmer,there is no real difference with other traders,local(weekly) market,yes,no,,own donkey,50,60,10,man,100,,no,,no,no,no,
595,1,2,ginbot,4,quintal,4,magna,cash,5840,1460,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,100,120,30,man,100,,no,,no,no,no,
595,1,1,ginbot,4.5,quintal,4.5,magna,cash,6570,1460,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,100,120,30,man,100,,no,,no,no,no,
596,2,1,miazia,4,quintal,4,magna,cash,3200,800,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,100,30,10,man,100,,no,,no,no,no,
596,2,2,sene,2.8499999,quintal,2.8499999,magna,cash,3420,1200,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,100,30,10,man,100,,no,,no,no,no,
597,2,1,tahisas,2,quintal,2,magna,cash,1700,850,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,own donkey,10,15,60,man,100,,no,,no,no,no,
597,2,2,ginbot,1,quintal,1,magna,cash,1200,1200,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,own donkey,10,15,60,man,100,,no,,no,no,no,
598,1,1,ginbot,2,quintal,2,magna,cash,1540,770,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,no,no,,own donkey,100,60,30,man,100,,no,,no,no,no,
599,1,1,sene,2.5,quintal,2.5,magna,cash,3000,1200,farmer-trader in the village,he is close by,local(weekly) market,yes,no,,own donkey,30,40,60,man,100,,no,,no,no,no,
600,2,1,ginbot,2,quintal,2,magna,cash,2600,1300,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,20,15,60,man,100,,no,,no,no,no,
600,2,2,nehase,1,quintal,1,magna,cash,1450,1450,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,own donkey,20,15,60,man,100,,no,,no,no,no,
601,1,1,ginbot,5,quintal,5,white,cash,4500,900,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,rented cart,50,30,10,man,100,,no,,no,no,no,
602,2,1,sene,2.7,quintal,2.7,white,cash,2430,900,"trader with fixed shop, selling teff to addis",he is close by,local(weekly) market,yes,no,,other donkeys,50,120,30,man,100,,no,,no,no,no,
